序号,起始SOC(%),结束SOC(%),SOC增量(%),预测时长(分钟),预测时长(小时)
2803,33,64,31,24.43,0.407
2804,33,65,32,24.43,0.407
2805,33,66,33,30.99,0.517
2806,33,67,34,30.99,0.517
2807,33,68,35,30.99,0.517
2808,33,69,36,30.99,0.517
2809,33,70,37,30.99,0.517
2810,33,71,38,33.35,0.556
2811,33,72,39,33.35,0.556
2812,33,73,40,33.96,0.566
2813,33,74,41,33.96,0.566
2814,33,75,42,33.96,0.566
2815,33,76,43,37.04,0.617
2816,33,77,44,37.04,0.617
2817,33,78,45,37.78,0.63
2818,33,79,46,37.78,0.63
2819,33,80,47,37.78,0.63
2820,33,81,48,41.23,0.687
2821,33,82,49,41.23,0.687
2822,33,83,50,41.23,0.687
2823,33,84,51,41.23,0.687
2824,33,85,52,41.23,0.687
2825,33,86,53,44.1,0.735
2826,33,87,54,44.1,0.735
2827,33,88,55,44.77,0.746
2828,33,89,56,44.77,0.746
2829,33,90,57,44.77,0.746
2830,33,91,58,45.39,0.757
2831,33,92,59,45.39,0.757
2832,33,93,60,45.95,0.766
2833,33,94,61,45.95,0.766
2834,33,95,62,45.95,0.766
2835,33,96,63,47.43,0.79
2836,33,97,64,47.43,0.79
2837,33,98,65,49.37,0.823
2838,33,99,66,49.38,0.823
2839,33,100,67,50.03,0.834
2840,34,35,1,7.94,0.132
2841,34,36,2,7.94,0.132
2842,34,37,3,7.94,0.132
2843,34,38,4,7.94,0.132
2844,34,39,5,7.94,0.132
2845,34,40,6,7.94,0.132
2846,34,41,7,7.94,0.132
2847,34,42,8,7.8,0.13
2848,34,43,9,7.8,0.13
2849,34,44,10,7.8,0.13
2850,34,45,11,7.8,0.13
2851,34,46,12,7.8,0.13
2852,34,47,13,13.88,0.231
2853,34,48,14,14.46,0.241
2854,34,49,15,14.46,0.241
2855,34,50,16,14.46,0.241
2856,34,51,17,14.46,0.241
2857,34,52,18,18.05,0.301
2858,34,53,19,18.05,0.301
2859,34,54,20,18.05,0.301
2860,34,55,21,18.05,0.301
2861,34,56,22,18.05,0.301
2862,34,57,23,22.42,0.374
2863,34,58,24,22.42,0.374
2864,34,59,25,22.42,0.374
2865,34,60,26,22.42,0.374
2866,34,61,27,22.42,0.374
2867,34,62,28,24.43,0.407
2868,34,63,29,24.43,0.407
2869,34,64,30,24.43,0.407
2870,34,65,31,24.43,0.407
2871,34,66,32,25.25,0.421
2872,34,67,33,30.99,0.517
2873,34,68,34,30.99,0.517
2874,34,69,35,30.99,0.517
2875,34,70,36,30.99,0.517
2876,34,71,37,30.99,0.517
2877,34,72,38,33.35,0.556
2878,34,73,39,33.96,0.566
2879,34,74,40,33.96,0.566
2880,34,75,41,33.96,0.566
2881,34,76,42,33.96,0.566
2882,34,77,43,37.04,0.617
2883,34,78,44,37.78,0.63
2884,34,79,45,37.78,0.63
2885,34,80,46,37.78,0.63
2886,34,81,47,37.78,0.63
2887,34,82,48,41.23,0.687
2888,34,83,49,41.23,0.687
2889,34,84,50,41.23,0.687
2890,34,85,51,41.23,0.687
2891,34,86,52,41.23,0.687
2892,34,87,53,44.1,0.735
2893,34,88,54,44.77,0.746
2894,34,89,55,44.77,0.746
2895,34,90,56,44.77,0.746
2896,34,91,57,44.07,0.735
2897,34,92,58,45.39,0.757
2898,34,93,59,45.95,0.766
2899,34,94,60,45.95,0.766
2900,34,95,61,45.95,0.766
2901,34,96,62,45.95,0.766
2902,34,97,63,47.43,0.79
2903,34,98,64,49.37,0.823
2904,34,99,65,49.37,0.823
2905,34,100,66,50.03,0.834
2906,35,36,1,7.94,0.132
2907,35,37,2,7.94,0.132
2908,35,38,3,7.94,0.132
2909,35,39,4,7.94,0.132
2910,35,40,5,7.94,0.132
2911,35,41,6,7.94,0.132
2912,35,42,7,7.94,0.132
2913,35,43,8,7.8,0.13
2914,35,44,9,7.8,0.13
2915,35,45,10,7.8,0.13
2916,35,46,11,7.8,0.13
2917,35,47,12,7.8,0.13
2918,35,48,13,14.46,0.241
2919,35,49,14,14.46,0.241
2920,35,50,15,14.46,0.241
2921,35,51,16,14.46,0.241
2922,35,52,17,14.46,0.241
2923,35,53,18,18.05,0.301
2924,35,54,19,18.05,0.301
2925,35,55,20,18.05,0.301
2926,35,56,21,18.05,0.301
2927,35,57,22,18.05,0.301
2928,35,58,23,22.42,0.374
2929,35,59,24,22.42,0.374
2930,35,60,25,22.42,0.374
2931,35,61,26,22.42,0.374
2932,35,62,27,22.42,0.374
2933,35,63,28,24.43,0.407
2934,35,64,29,24.43,0.407
2935,35,65,30,24.43,0.407
2936,35,66,31,25.25,0.421
2937,35,67,32,25.25,0.421
2938,35,68,33,30.99,0.517
2939,35,69,34,30.99,0.517
2940,35,70,35,30.99,0.517
2941,35,71,36,30.99,0.517
2942,35,72,37,30.99,0.517
2943,35,73,38,33.96,0.566
2944,35,74,39,33.96,0.566
2945,35,75,40,33.96,0.566
2946,35,76,41,33.96,0.566
2947,35,77,42,33.96,0.566
2948,35,78,43,37.78,0.63
2949,35,79,44,37.78,0.63
2950,35,80,45,37.78,0.63
2951,35,81,46,37.78,0.63
2952,35,82,47,37.78,0.63
2953,35,83,48,41.23,0.687
2954,35,84,49,41.23,0.687
2955,35,85,50,41.23,0.687
2956,35,86,51,41.23,0.687
2957,35,87,52,41.23,0.687
2958,35,88,53,44.77,0.746
2959,35,89,54,44.77,0.746
2960,35,90,55,44.77,0.746
2961,35,91,56,44.07,0.735
2962,35,92,57,44.07,0.735
2963,35,93,58,45.95,0.766
2964,35,94,59,45.95,0.766
2965,35,95,60,45.95,0.766
2966,35,96,61,45.95,0.766
2967,35,97,62,45.95,0.766
2968,35,98,63,49.37,0.823
2969,35,99,64,49.37,0.823
2970,35,100,65,50.02,0.834
2971,36,37,1,7.94,0.132
2972,36,38,2,7.94,0.132
2973,36,39,3,7.94,0.132
2974,36,40,4,7.94,0.132
2975,36,41,5,7.94,0.132
2976,36,42,6,7.94,0.132
2977,36,43,7,7.94,0.132
2978,36,44,8,7.8,0.13
2979,36,45,9,7.8,0.13
2980,36,46,10,7.8,0.13
2981,36,47,11,7.8,0.13
2982,36,48,12,7.8,0.13
2983,36,49,13,14.46,0.241
2984,36,50,14,14.46,0.241
2985,36,51,15,14.46,0.241
2986,36,52,16,14.46,0.241
2987,36,53,17,15.05,0.251
2988,36,54,18,18.05,0.301
2989,36,55,19,18.05,0.301
2990,36,56,20,18.05,0.301
2991,36,57,21,18.05,0.301
2992,36,58,22,18.05,0.301
2993,36,59,23,22.42,0.374
2994,36,60,24,22.42,0.374
2995,36,61,25,22.42,0.374
2996,36,62,26,22.42,0.374
2997,36,63,27,22.42,0.374
2998,36,64,28,24.43,0.407
2999,36,65,29,24.43,0.407
3000,36,66,30,25.25,0.421
3001,36,67,31,25.25,0.421
3002,36,68,32,24.75,0.412
3003,36,69,33,30.99,0.517
3004,36,70,34,30.99,0.517
3005,36,71,35,30.99,0.517
3006,36,72,36,30.99,0.517
3007,36,73,37,30.99,0.517
3008,36,74,38,33.96,0.566
3009,36,75,39,33.96,0.566
3010,36,76,40,33.96,0.566
3011,36,77,41,33.96,0.566
3012,36,78,42,34.71,0.578
3013,36,79,43,37.78,0.63
3014,36,80,44,37.78,0.63
3015,36,81,45,37.78,0.63
3016,36,82,46,37.78,0.63
3017,36,83,47,37.78,0.63
3018,36,84,48,41.23,0.687
3019,36,85,49,41.23,0.687
3020,36,86,50,41.23,0.687
3021,36,87,51,41.23,0.687
3022,36,88,52,41.15,0.686
3023,36,89,53,44.77,0.746
3024,36,90,54,44.77,0.746
3025,36,91,55,44.07,0.735
3026,36,92,56,44.07,0.735
3027,36,93,57,44.63,0.744
3028,36,94,58,45.95,0.766
3029,36,95,59,45.95,0.766
3030,36,96,60,45.95,0.766
3031,36,97,61,45.95,0.766
3032,36,98,62,48.53,0.809
3033,36,99,63,49.37,0.823
3034,36,100,64,50.02,0.834
3035,37,38,1,7.94,0.132
3036,37,39,2,7.94,0.132
3037,37,40,3,7.94,0.132
3038,37,41,4,7.94,0.132
3039,37,42,5,7.94,0.132
3040,37,43,6,7.94,0.132
3041,37,44,7,7.94,0.132
3042,37,45,8,7.8,0.13
3043,37,46,9,7.8,0.13
3044,37,47,10,7.8,0.13
3045,37,48,11,7.8,0.13
3046,37,49,12,7.8,0.13
3047,37,50,13,14.46,0.241
3048,37,51,14,14.46,0.241
3049,37,52,15,14.46,0.241
3050,37,53,16,15.05,0.251
3051,37,54,17,15.05,0.251
3052,37,55,18,18.05,0.301
3053,37,56,19,18.05,0.301
3054,37,57,20,18.05,0.301
3055,37,58,21,18.05,0.301
3056,37,59,22,18.05,0.301
3057,37,60,23,22.42,0.374
3058,37,61,24,22.42,0.374
3059,37,62,25,22.42,0.374
3060,37,63,26,22.42,0.374
3061,37,64,27,22.42,0.374
3062,37,65,28,24.43,0.407
3063,37,66,29,25.25,0.421
3064,37,67,30,25.25,0.421
3065,37,68,31,24.75,0.412
3066,37,69,32,24.75,0.412
3067,37,70,33,30.99,0.517
3068,37,71,34,30.99,0.517
3069,37,72,35,30.99,0.517
3070,37,73,36,30.99,0.517
3071,37,74,37,30.99,0.517
3072,37,75,38,33.96,0.566
3073,37,76,39,33.96,0.566
3074,37,77,40,33.96,0.566
3075,37,78,41,34.71,0.578
3076,37,79,42,34.71,0.578
3077,37,80,43,37.78,0.63
3078,37,81,44,37.78,0.63
3079,37,82,45,37.78,0.63
3080,37,83,46,37.78,0.63
3081,37,84,47,37.78,0.63
3082,37,85,48,41.23,0.687
3083,37,86,49,41.23,0.687
3084,37,87,50,41.23,0.687
3085,37,88,51,41.15,0.686
3086,37,89,52,41.15,0.686
3087,37,90,53,44.77,0.746
3088,37,91,54,44.07,0.735
3089,37,92,55,44.07,0.735
3090,37,93,56,44.63,0.744
3091,37,94,57,44.63,0.744
3092,37,95,58,45.95,0.766
3093,37,96,59,45.95,0.766
3094,37,97,60,45.95,0.766
3095,37,98,61,48.53,0.809
3096,37,99,62,48.53,0.809
3097,37,100,63,50.02,0.834
3098,38,39,1,7.94,0.132
3099,38,40,2,7.94,0.132
3100,38,41,3,7.94,0.132
3101,38,42,4,7.94,0.132
3102,38,43,5,7.94,0.132
3103,38,44,6,7.94,0.132
3104,38,45,7,7.94,0.132
3105,38,46,8,7.8,0.13
3106,38,47,9,7.8,0.13
3107,38,48,10,7.8,0.13
3108,38,49,11,7.8,0.13
3109,38,50,12,7.8,0.13
3110,38,51,13,14.46,0.241
3111,38,52,14,14.46,0.241
3112,38,53,15,15.05,0.251
3113,38,54,16,15.05,0.251
3114,38,55,17,15.05,0.251
3115,38,56,18,17.92,0.299
3116,38,57,19,17.92,0.299
3117,38,58,20,17.92,0.299
3118,38,59,21,17.92,0.299
3119,38,60,22,17.92,0.299
3120,38,61,23,22.22,0.37
3121,38,62,24,22.22,0.37
3122,38,63,25,22.22,0.37
3123,38,64,26,22.22,0.37
3124,38,65,27,22.22,0.37
3125,38,66,28,25.05,0.418
3126,38,67,29,25.05,0.418
3127,38,68,30,24.55,0.409
3128,38,69,31,24.55,0.409
3129,38,70,32,24.55,0.409
3130,38,71,33,30.99,0.517
3131,38,72,34,30.99,0.517
3132,38,73,35,30.99,0.517
3133,38,74,36,30.99,0.517
3134,38,75,37,30.99,0.517
3135,38,76,38,33.96,0.566
3136,38,77,39,33.96,0.566
3137,38,78,40,34.71,0.578
3138,38,79,41,34.71,0.578
3139,38,80,42,34.71,0.578
3140,38,81,43,38.22,0.637
3141,38,82,44,38.22,0.637
3142,38,83,45,38.22,0.637
3143,38,84,46,38.22,0.637
3144,38,85,47,38.16,0.636
3145,38,86,48,41.68,0.695
3146,38,87,49,41.68,0.695
3147,38,88,50,41.6,0.693
3148,38,89,51,41.6,0.693
3149,38,90,52,41.6,0.693
3150,38,91,53,44.07,0.735
3151,38,92,54,44.07,0.735
3152,38,93,55,44.63,0.744
3153,38,94,56,44.63,0.744
3154,38,95,57,44.63,0.744
3155,38,96,58,45.95,0.766
3156,38,97,59,45.95,0.766
3157,38,98,60,48.53,0.809
3158,38,99,61,48.53,0.809
3159,38,100,62,48.53,0.809
3160,39,40,1,7.94,0.132
3161,39,41,2,7.94,0.132
3162,39,42,3,7.94,0.132
3163,39,43,4,7.94,0.132
3164,39,44,5,7.94,0.132
3165,39,45,6,7.94,0.132
3166,39,46,7,7.94,0.132
3167,39,47,8,7.8,0.13
3168,39,48,9,7.8,0.13
3169,39,49,10,7.8,0.13
3170,39,50,11,7.8,0.13
3171,39,51,12,7.8,0.13
3172,39,52,13,14.46,0.241
3173,39,53,14,15.05,0.251
3174,39,54,15,15.05,0.251
3175,39,55,16,15.05,0.251
3176,39,56,17,15.05,0.251
3177,39,57,18,17.92,0.299
3178,39,58,19,17.92,0.299
3179,39,59,20,17.92,0.299
3180,39,60,21,17.92,0.299
3181,39,61,22,17.92,0.299
3182,39,62,23,22.22,0.37
3183,39,63,24,22.22,0.37
3184,39,64,25,22.22,0.37
3185,39,65,26,22.22,0.37
3186,39,66,27,23.05,0.384
3187,39,67,28,25.05,0.418
3188,39,68,29,24.55,0.409
3189,39,69,30,24.55,0.409
3190,39,70,31,24.55,0.409
3191,39,71,32,24.55,0.409
3192,39,72,33,30.99,0.517
3193,39,73,34,30.99,0.517
3194,39,74,35,30.99,0.517
3195,39,75,36,30.99,0.517
3196,39,76,37,30.99,0.517
3197,39,77,38,33.96,0.566
3198,39,78,39,34.71,0.578
3199,39,79,40,34.71,0.578
3200,39,80,41,34.71,0.578
3201,39,81,42,34.71,0.578
3202,39,82,43,38.22,0.637
3203,39,83,44,38.22,0.637
3204,39,84,45,38.22,0.637
3205,39,85,46,38.16,0.636
3206,39,86,47,38.16,0.636
3207,39,87,48,41.68,0.695
3208,39,88,49,41.6,0.693
3209,39,89,50,41.6,0.693
3210,39,90,51,41.6,0.693
3211,39,91,52,41.6,0.693
3212,39,92,53,44.07,0.735
3213,39,93,54,44.63,0.744
3214,39,94,55,44.63,0.744
3215,39,95,56,44.63,0.744
3216,39,96,57,44.63,0.744
3217,39,97,58,45.95,0.766
3218,39,98,59,48.53,0.809
3219,39,99,60,48.53,0.809
3220,39,100,61,48.53,0.809
3221,40,41,1,7.94,0.132
3222,40,42,2,7.94,0.132
3223,40,43,3,7.94,0.132
3224,40,44,4,7.94,0.132
3225,40,45,5,7.94,0.132
3226,40,46,6,7.94,0.132
3227,40,47,7,7.94,0.132
3228,40,48,8,7.8,0.13
3229,40,49,9,7.8,0.13
3230,40,50,10,7.8,0.13
3231,40,51,11,7.8,0.13
3232,40,52,12,7.8,0.13
3233,40,53,13,15.05,0.251
3234,40,54,14,15.05,0.251
3235,40,55,15,15.05,0.251
3236,40,56,16,15.05,0.251
3237,40,57,17,15.05,0.251
3238,40,58,18,17.92,0.299
3239,40,59,19,17.92,0.299
3240,40,60,20,17.92,0.299
3241,40,61,21,17.92,0.299
3242,40,62,22,17.92,0.299
3243,40,63,23,22.22,0.37
3244,40,64,24,22.22,0.37
3245,40,65,25,22.22,0.37
3246,40,66,26,23.05,0.384
3247,40,67,27,23.05,0.384
3248,40,68,28,24.55,0.409
3249,40,69,29,24.55,0.409
3250,40,70,30,24.55,0.409
3251,40,71,31,24.55,0.409
3252,40,72,32,24.55,0.409
3253,40,73,33,30.99,0.517
3254,40,74,34,30.99,0.517
3255,40,75,35,30.99,0.517
3256,40,76,36,30.99,0.517
3257,40,77,37,30.99,0.517
3258,40,78,38,34.71,0.578
3259,40,79,39,34.71,0.578
3260,40,80,40,34.71,0.578
3261,40,81,41,34.71,0.578
3262,40,82,42,34.71,0.578
3263,40,83,43,38.22,0.637
3264,40,84,44,38.22,0.637
3265,40,85,45,38.16,0.636
3266,40,86,46,38.16,0.636
3267,40,87,47,38.16,0.636
3268,40,88,48,41.6,0.693
3269,40,89,49,41.6,0.693
3270,40,90,50,41.6,0.693
3271,40,91,51,41.6,0.693
3272,40,92,52,41.6,0.693
3273,40,93,53,44.63,0.744
3274,40,94,54,44.63,0.744
3275,40,95,55,44.63,0.744
3276,40,96,56,44.63,0.744
3277,40,97,57,44.63,0.744
3278,40,98,58,48.53,0.809
3279,40,99,59,48.53,0.809
3280,40,100,60,48.53,0.809
3281,41,42,1,7.94,0.132
3282,41,43,2,7.94,0.132
3283,41,44,3,7.94,0.132
3284,41,45,4,7.94,0.132
3285,41,46,5,7.94,0.132
3286,41,47,6,7.94,0.132
3287,41,48,7,7.94,0.132
3288,41,49,8,7.8,0.13
3289,41,50,9,7.8,0.13
3290,41,51,10,7.8,0.13
3291,41,52,11,7.8,0.13
3292,41,53,12,8.51,0.142
3293,41,54,13,15.05,0.251
3294,41,55,14,15.05,0.251
3295,41,56,15,15.05,0.251
3296,41,57,16,15.05,0.251
3297,41,58,17,15.05,0.251
3298,41,59,18,17.92,0.299
3299,41,60,19,17.92,0.299
3300,41,61,20,17.92,0.299
3301,41,62,21,17.92,0.299
3302,41,63,22,17.92,0.299
3303,41,64,23,21.89,0.365
3304,41,65,24,21.89,0.365
3305,41,66,25,22.72,0.379
3306,41,67,26,22.72,0.379
3307,41,68,27,22.22,0.37
3308,41,69,28,24,0.4
3309,41,70,29,24,0.4
3310,41,71,30,24,0.4
3311,41,72,31,24,0.4
3312,41,73,32,25.93,0.432
3313,41,74,33,30.99,0.517
3314,41,75,34,30.99,0.517
3315,41,76,35,30.99,0.517
3316,41,77,36,30.99,0.517
3317,41,78,37,31.43,0.524
3318,41,79,38,34.71,0.578
3319,41,80,39,34.71,0.578
3320,41,81,40,34.71,0.578
3321,41,82,41,34.71,0.578
3322,41,83,42,34.71,0.578
3323,41,84,43,38.22,0.637
3324,41,85,44,38.16,0.636
3325,41,86,45,38.16,0.636
3326,41,87,46,38.16,0.636
3327,41,88,47,38.16,0.636
3328,41,89,48,41.6,0.693
3329,41,90,49,41.6,0.693
3330,41,91,50,41.6,0.693
3331,41,92,51,41.6,0.693
3332,41,93,52,41.6,0.693
3333,41,94,53,44.63,0.744
3334,41,95,54,44.63,0.744
3335,41,96,55,44.63,0.744
3336,41,97,56,44.63,0.744
3337,41,98,57,46.08,0.768
3338,41,99,58,48.53,0.809
3339,41,100,59,48.53,0.809
3340,42,43,1,7.94,0.132
3341,42,44,2,7.94,0.132
3342,42,45,3,7.94,0.132
3343,42,46,4,7.94,0.132
3344,42,47,5,7.94,0.132
3345,42,48,6,7.94,0.132
3346,42,49,7,7.94,0.132
3347,42,50,8,7.8,0.13
3348,42,51,9,7.8,0.13
3349,42,52,10,7.8,0.13
3350,42,53,11,8.51,0.142
3351,42,54,12,8.51,0.142
3352,42,55,13,15.05,0.251
3353,42,56,14,15.05,0.251
3354,42,57,15,15.05,0.251
3355,42,58,16,15.05,0.251
3356,42,59,17,15.05,0.251
3357,42,60,18,17.92,0.299
3358,42,61,19,17.92,0.299
3359,42,62,20,17.92,0.299
3360,42,63,21,17.92,0.299
3361,42,64,22,17.92,0.299
3362,42,65,23,21.89,0.365
3363,42,66,24,22.72,0.379
3364,42,67,25,22.72,0.379
3365,42,68,26,22.22,0.37
3366,42,69,27,22.22,0.37
3367,42,70,28,24,0.4
3368,42,71,29,24,0.4
3369,42,72,30,24,0.4
3370,42,73,31,25.93,0.432
3371,42,74,32,25.93,0.432
3372,42,75,33,30.99,0.517
3373,42,76,34,30.99,0.517
3374,42,77,35,30.99,0.517
3375,42,78,36,31.43,0.524
3376,42,79,37,31.43,0.524
3377,42,80,38,34.71,0.578
3378,42,81,39,34.71,0.578
3379,42,82,40,34.71,0.578
3380,42,83,41,34.71,0.578
3381,42,84,42,34.71,0.578
3382,42,85,43,38.16,0.636
3383,42,86,44,38.16,0.636
3384,42,87,45,38.16,0.636
3385,42,88,46,38.16,0.636
3386,42,89,47,38.16,0.636
3387,42,90,48,41.6,0.693
3388,42,91,49,41.6,0.693
3389,42,92,50,41.6,0.693
3390,42,93,51,41.6,0.693
3391,42,94,52,41.6,0.693
3392,42,95,53,44.63,0.744
3393,42,96,54,44.63,0.744
3394,42,97,55,44.63,0.744
3395,42,98,56,46.08,0.768
3396,42,99,57,46.08,0.768
3397,42,100,58,48.53,0.809
3398,43,44,1,7.94,0.132
3399,43,45,2,7.94,0.132
3400,43,46,3,7.94,0.132
3401,43,47,4,7.94,0.132
3402,43,48,5,7.94,0.132
3403,43,49,6,7.94,0.132
3404,43,50,7,7.94,0.132
3405,43,51,8,7.8,0.13
3406,43,52,9,7.8,0.13
3407,43,53,10,8.51,0.142
3408,43,54,11,8.51,0.142
3409,43,55,12,8.51,0.142
3410,43,56,13,15.05,0.251
3411,43,57,14,15.05,0.251
3412,43,58,15,15.05,0.251
3413,43,59,16,15.05,0.251
3414,43,60,17,15.05,0.251
3415,43,61,18,17.92,0.299
3416,43,62,19,17.92,0.299
3417,43,63,20,17.92,0.299
3418,43,64,21,17.92,0.299
3419,43,65,22,17.92,0.299
3420,43,66,23,21.7,0.362
3421,43,67,24,21.7,0.362
3422,43,68,25,21.2,0.353
3423,43,69,26,21.2,0.353
3424,43,70,27,21.2,0.353
3425,43,71,28,22.97,0.383
3426,43,72,29,22.97,0.383
3427,43,73,30,24.91,0.415
3428,43,74,31,24.91,0.415
3429,43,75,32,24.91,0.415
3430,43,76,33,30.99,0.517
3431,43,77,34,30.99,0.517
3432,43,78,35,31.43,0.524
3433,43,79,36,31.43,0.524
3434,43,80,37,31.43,0.524
3435,43,81,38,34.71,0.578
3436,43,82,39,34.71,0.578
3437,43,83,40,34.71,0.578
3438,43,84,41,34.71,0.578
3439,43,85,42,34.52,0.575
3440,43,86,43,38.16,0.636
3441,43,87,44,38.16,0.636
3442,43,88,45,38.16,0.636
3443,43,89,46,38.16,0.636
3444,43,90,47,38.16,0.636
3445,43,91,48,42.03,0.7
3446,43,92,49,42.03,0.7
3447,43,93,50,42.03,0.7
3448,43,94,51,42.03,0.7
3449,43,95,52,42.03,0.7
3450,43,96,53,45.7,0.762
3451,43,97,54,45.7,0.762
3452,43,98,55,46.34,0.772
3453,43,99,56,46.34,0.772
3454,43,100,57,46.34,0.772
3455,44,45,1,7.94,0.132
3456,44,46,2,7.94,0.132
3457,44,47,3,7.94,0.132
3458,44,48,4,7.94,0.132
3459,44,49,5,7.94,0.132
3460,44,50,6,7.94,0.132
3461,44,51,7,7.94,0.132
3462,44,52,8,7.8,0.13
3463,44,53,9,8.51,0.142
3464,44,54,10,8.51,0.142
3465,44,55,11,8.51,0.142
3466,44,56,12,8.51,0.142
3467,44,57,13,15.05,0.251
3468,44,58,14,15.05,0.251
3469,44,59,15,15.05,0.251
3470,44,60,16,15.05,0.251
3471,44,61,17,15.05,0.251
3472,44,62,18,17.92,0.299
3473,44,63,19,17.92,0.299
3474,44,64,20,17.92,0.299
3475,44,65,21,17.92,0.299
3476,44,66,22,17.92,0.299
3477,44,67,23,21.7,0.362
3478,44,68,24,21.2,0.353
3479,44,69,25,21.2,0.353
3480,44,70,26,21.2,0.353
3481,44,71,27,21.2,0.353
3482,44,72,28,22.97,0.383
3483,44,73,29,24.91,0.415
3484,44,74,30,24.91,0.415
3485,44,75,31,24.91,0.415
3486,44,76,32,24.91,0.415
3487,44,77,33,30.99,0.517
3488,44,78,34,31.43,0.524
3489,44,79,35,31.43,0.524
3490,44,80,36,31.43,0.524
3491,44,81,37,31.43,0.524
3492,44,82,38,34.71,0.578
3493,44,83,39,34.71,0.578
3494,44,84,40,34.71,0.578
3495,44,85,41,34.52,0.575
3496,44,86,42,34.52,0.575
3497,44,87,43,38.16,0.636
3498,44,88,44,38.16,0.636
3499,44,89,45,38.16,0.636
3500,44,90,46,38.16,0.636
3501,44,91,47,38.16,0.636
3502,44,92,48,42.03,0.7
3503,44,93,49,42.03,0.7
3504,44,94,50,42.03,0.7
3505,44,95,51,42.03,0.7
3506,44,96,52,42.03,0.7
3507,44,97,53,45.7,0.762
3508,44,98,54,46.34,0.772
3509,44,99,55,46.34,0.772
3510,44,100,56,46.34,0.772
3511,45,46,1,7.94,0.132
3512,45,47,2,7.94,0.132
3513,45,48,3,7.94,0.132
3514,45,49,4,7.94,0.132
3515,45,50,5,7.94,0.132
3516,45,51,6,7.94,0.132
3517,45,52,7,7.94,0.132
3518,45,53,8,8.51,0.142
3519,45,54,9,8.51,0.142
3520,45,55,10,8.51,0.142
3521,45,56,11,8.51,0.142
3522,45,57,12,8.51,0.142
3523,45,58,13,15.05,0.251
3524,45,59,14,15.05,0.251
3525,45,60,15,15.05,0.251
3526,45,61,16,15.05,0.251
3527,45,62,17,15.05,0.251
3528,45,63,18,17.92,0.299
3529,45,64,19,17.92,0.299
3530,45,65,20,17.92,0.299
3531,45,66,21,17.92,0.299
3532,45,67,22,17.92,0.299
3533,45,68,23,21.2,0.353
3534,45,69,24,21.2,0.353
3535,45,70,25,21.2,0.353
3536,45,71,26,21.2,0.353
3537,45,72,27,21.2,0.353
3538,45,73,28,24.91,0.415
3539,45,74,29,24.91,0.415
3540,45,75,30,24.91,0.415
3541,45,76,31,24.91,0.415
3542,45,77,32,24.91,0.415
3543,45,78,33,31.43,0.524
3544,45,79,34,31.43,0.524
3545,45,80,35,31.43,0.524
3546,45,81,36,31.43,0.524
3547,45,82,37,31.43,0.524
3548,45,83,38,34.71,0.578
3549,45,84,39,34.71,0.578
3550,45,85,40,34.52,0.575
3551,45,86,41,34.52,0.575
3552,45,87,42,34.52,0.575
3553,45,88,43,38.16,0.636
3554,45,89,44,38.16,0.636
3555,45,90,45,38.16,0.636
3556,45,91,46,38.16,0.636
3557,45,92,47,38.16,0.636
3558,45,93,48,42.03,0.7
3559,45,94,49,42.03,0.7
3560,45,95,50,42.03,0.7
3561,45,96,51,42.03,0.7
3562,45,97,52,42.03,0.7
3563,45,98,53,46.34,0.772
3564,45,99,54,46.34,0.772
3565,45,100,55,46.34,0.772
3566,46,47,1,7.94,0.132
3567,46,48,2,7.94,0.132
3568,46,49,3,7.94,0.132
3569,46,50,4,7.94,0.132
3570,46,51,5,7.94,0.132
3571,46,52,6,7.94,0.132
3572,46,53,7,8.53,0.142
3573,46,54,8,8.51,0.142
3574,46,55,9,8.51,0.142
3575,46,56,10,8.51,0.142
3576,46,57,11,8.51,0.142
3577,46,58,12,8.51,0.142
3578,46,59,13,15.05,0.251
3579,46,60,14,15.05,0.251
3580,46,61,15,15.05,0.251
3581,46,62,16,15.05,0.251
3582,46,63,17,15.05,0.251
3583,46,64,18,17.92,0.299
3584,46,65,19,17.92,0.299
3585,46,66,20,17.92,0.299
3586,46,67,21,17.92,0.299
3587,46,68,22,16.91,0.282
3588,46,69,23,21.2,0.353
3589,46,70,24,21.2,0.353
3590,46,71,25,21.2,0.353
3591,46,72,26,21.2,0.353
3592,46,73,27,22.63,0.377
3593,46,74,28,24.91,0.415
3594,46,75,29,24.91,0.415
3595,46,76,30,24.91,0.415
3596,46,77,31,24.91,0.415
3597,46,78,32,24.91,0.415
3598,46,79,33,31.43,0.524
3599,46,80,34,31.43,0.524
3600,46,81,35,31.43,0.524
3601,46,82,36,31.43,0.524
3602,46,83,37,31.43,0.524
3603,46,84,38,34.71,0.578
3604,46,85,39,34.52,0.575
3605,46,86,40,34.52,0.575
3606,46,87,41,34.52,0.575
3607,46,88,42,34.52,0.575
3608,46,89,43,38.16,0.636
3609,46,90,44,38.16,0.636
3610,46,91,45,38.16,0.636
3611,46,92,46,38.16,0.636
3612,46,93,47,38.16,0.636
3613,46,94,48,42.03,0.7
3614,46,95,49,42.03,0.7
3615,46,96,50,42.03,0.7
3616,46,97,51,42.03,0.7
3617,46,98,52,42.62,0.71
3618,46,99,53,46.34,0.772
3619,46,100,54,46.34,0.772
3620,47,48,1,7.94,0.132
3621,47,49,2,7.94,0.132
3622,47,50,3,7.94,0.132
3623,47,51,4,7.94,0.132
